Unnamed: 0,Category,Response_preprocessed
8786,SupportAutoResponse,Please type your reply above this line -Your request Reference from Alexs email 4035825595212 has been received and is now being reviewed by the GL Helpdesk.The IT Service Desk is currently receiving a very high volume of traffic and we are now working at capacity and tickets are being triaged on a priority basis.Please continue to submit IT issues in the normal manner but please also bear with us at this very busy time.Thank you for your understanding on this.Alex ClempsonChief Technology OfficerGL Scientific
6478,AgreedToMeet,Thanks for reaching out. It might be worth a call to gather further details of the role and who the client is.My contact number is 07909333546 and availability is after 16:30 Monday to Thursday.
526,SeekingMoreInfo,Attached herewith is the February invoice and debit note for your perusaland further action. For our record kindly share the payment receipt once payment has been madeto the ARSB account. 
6896,SeekingMoreInfo,To : SHREEJI PHARMA INTERNATIONALIndia  AARTIPlease submit your offer for 1 xc3x97 20 FCL Povidone Iodine USP CIF BeirutSea stating del time Please advise us the quantity that can fill up container Packing: BRAND NEW HDPE DRUMS
3592,Deactivated,No I dont have experience on construction of energy storage plants.
7905,AgreedToMeet,AbhishekOur team is ready for our call at 11. See you then
2959,OutOfOffice,Thanks for the email. I am currently out of office .Thanks-Sucharita
530,AgreedToMeet,Thanks for reaching out. Happy to explore this role. Im available on 07780467001 for a chat
3715,SupportAutoResponse,serge@eiliana.org has requested to automatically forward mail to your emailaddress forwarder@eiliana.7ts-e.com.Confirmation code: 620787608To allow serge@eiliana.org to automatically forward mail to your addressplease click the link below to confirm the request:
4733,AgreedToMeet,Thank you for reaching out. Can we connect sometime tomorrow to discuss
1395,AgreedToMeet,I look forward to speaking with you next week during my morningyourafternoon. I am available Tuesday-Friday 9am-12pm ET2-5pm UK. My number is1 616 834-4774 or we could have a video call if you prefer.I am in the process of converting my academic CV into an industry resumeand will send you the updated version as soon as possible.Let me know when works  for you. Thank you 
5632,SeekingMoreInfo,CV as requestedLes Taylorlesttaylor@me.com07875545964
6564,AgreedToMeet,We can speak net week. Kindly email me on Monday and we can fix a date  time for our call then. 
4704,Deactivated,Yes I did see your mail and apologise for not providing feedback. I have taken a look at the role and it is not something I want to pursue. Appreciate making contact and good luck in finding a suitable candidatE
1713,ConnectLater,xa0 Marcsorry for answering so late but I was a little busy before our Business holidaysThanks fxfcr the interesting offer but at the moment a change is not on myxa0schedule. Kind
10062,ConnectLater,Very sorry for the delayed response things have been a little hectic of late.I am currently not actively looking to move at this time.Im currently working in the North East with a 30 minute commute from my home and my current Salary is greater than what you have on offer..But greatly appreciate you getting in touch and should I decide to take on a New Challenge I will drop you a mail.Have a Great Weekend.
956,SupportAutoResponse,Thank you for your emailIf your email is regarding quotations of custom products or if you are seeking help on placing an order these services are only available for registered users.Kindly register yourself at Free of Costwww.printonline.aepriorityYou will be given a priority email address upon registration kindly submit your email to that email address.If your email is not for the above reason then you will be replied back as soon as possible via this email thread itself
6676,AgreedToMeet,Requesting to call me today first half for the below mentioned mobilenumber. Mob no : 9731715075. 
3454,Deactivated,We are good on this front. With
8596,SeekingMoreInfo,DO you have presence in India. I need couple of resources from India. 
2072,ReferredSomeone,Thank you for your e-mail. As you may know Silver Peak was recently acquired by Hewlett Packard Enterprise. As part of the acquisition Ive been given a new email address where I can be reached. Please send email to me at chris. liou@hpe.com. 
10046,OutOfOffice,Currently I am travelling. I will call you soon.Thanks
159,MovedOut,"Thank you for your message please note Dan Deamer  has left the organization.  Please direct all questions to Scott Eberly at seberly@armstrongceilings.com,seberly@armstrongceilings.com.   Thank you and have a great day. "
7006,Retired, thank you for contacting me. Although my profile is excellent I will retire next year end of September.Please apologize.Dr. Eduard EcklHead of Manufacturingcid:drpfleger-logo-RGBR01b5e8d145b-8d95-4670-8bc5-a570bef85db4.jpgDr. Pfleger Arzneimittel GmbHDr.-Robert-Pfleger-Str. 12 D-96052 BambergTelefon: 49 951 6043-233Mobil: 49 163 6040050Fax: 49 951 6043-29Aktuelles: facebook
353,Unsubscribed,Please remove me from your email.
6079,SupportAutoResponse,Im sorry to have to inform you that your message could notbe delivered to one or more recipients. Its attached below.For further assistance please send mail to postmaster.If you do so please include this problem report. You candelete your own text from the attached returned message. The mail systemulhas.kalghatgi@irclass.org: host irclass-org.mail.protection.outlook.com104.47.26.10 said: 554 5.4.14 Hop count exceeded - possible mail loop ATTR34 PSAAPC01FT040.eop-APC01.prod.protection.outlook.com in reply to end of DATA command
6237,ConnectLater,Thanks for getting in touch. I am keen to hear more about the opportunity and I have attached my resume for consideration. The salary package is similar to what I am earning at the moment but I am hoping we can work around that.With best
2921,BrochureSent,I want to go for 3 days activity. Please share any details available.contact 8291242801
8504,SeekingMoreInfo,ShishiraIt was a pleasure to e-meet you last week. I hope you got a basicunderstanding of what 7Targets is in our demo.Heres what we discussed:1. Poor Followups are the 1 reason for dropping good quality leads2. Demoed how you can automate Assistant to help in each stage of salescycle follow-ups. Right from Get Initial Meeting Post Meeting followupsPost Proposal followups Post Sales followups to keep in touch. VisitWebsite.
4645,OutOfOffice,"I am currently on short leave with limited access to my emails. 
P. S. Kindly ensure to copy me on all your mails in relation to the above. "
662,OutOfOffice,I am currently out of the office with no access to voicemail and email. If you are a vendor sending unsolicited emails andor trying to sell me something I do not respond and delete all emails. I appreciate and respect your efforts but do not have any interest. Please be respectful and remove me from your distribution list and do not attempt to send me more emails as I will delete those as well.
7058,Deactivated,Thanks Recycling waste isnt something I wouldnt prefer to work on
3666,AgreedToMeet,please call me on 9004001010
7980,OutOfOffice,Thanks for your email. We have a bank holiday in India on 3rd Aug. Will reply on my return on 4th Aug. 
